Person ID,Region,Residence Type,Family Composition,Population Base,Sex,Age,Marital Status,Student,Country of Birth,Health,Ethnic Group,Religion,Economic Activity,Occupation,Industry,Hours worked per week,No of hours,Approximated Social Grade
7910796,E12000007,H,2,1,1,7,2,2,1,2,1,2,5,8,6,-9,,3
7909794,E12000007,H,-9,2,1,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,,-9
7909896,E12000007,H,2,1,2,7,2,2,2,4,3,6,5,-9,-9,-9,,4
7909906,E12000007,H,2,1,1,1,1,1,1,1,3,4,-9,-9,-9,-9,,-9
7910420,E12000007,H,2,1,1,2,1,1,1,2,5,6,6,7,4,-9,,2
7909986,E12000007,H,2,1,1,2,1,1,1,1,1,2,6,-9,-9,-9,,2
7910094,E12000007,H,5,1,2,1,1,1,1,1,4,9,-9,-9,-9,-9,,-9
7909753,E12000007,H,2,1,1,1,1,1,1,1,3,7,-9,-9,-9,-9,,-9
7912082,E12000007,H,1,1,1,2,1,2,1,1,3,1,3,-9,-9,-9,,3
7911734,E12000007,H,2,1,1,2,1,1,1,1,3,6,6,-9,-9,-9,,2
7912293,E12000007,H,6,1,1,3,1,1,2,3,3,6,6,-9,-9,-9,,2
7910776,E12000007,H,5,1,1,1,1,1,2,3,4,2,-9,-9,-9,-9,,-9
7911569,E12000007,H,2,1,2,1,1,1,2,3,3,7,-9,-9,-9,-9,,-9
7910981,E12000007,H,6,1,2,2,1,1,1,1,2,9,6,-9,-9,-9,,2
7911171,E12000007,H,6,1,1,2,1,1,2,2,3,6,6,-9,-9,-9,,2
7911673,E12000007,H,5,1,1,2,1,1,1,2,4,9,6,-9,-9,-9,,2
7911278,E12000007,H,2,1,2,3,2,2,2,3,3,6,9,-9,-9,-9,,3
7911191,E12000007,H,2,1,1,3,1,2,1,2,3,6,3,9,10,-9,,3
7909708,E12000007,H,2,1,1,1,1,1,2,1,1,2,-9,-9,-9,-9,,-9
7910648,E12000007,H,2,1,2,4,2,2,2,2,4,2,3,-9,-9,-9,,2
7912122,E12000007,H,6,1,1,2,1,1,2,1,3,4,6,9,10,-9,,2
7913368,E12000007,H,5,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,,-9
7913389,E12000007,H,3,1,1,1,1,2,1,1,1,2,-9,-9,-9,-9,,-9
7914943,E12000007,H,5,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,,-9
7913357,E12000007,H,1,1,2,8,5,2,1,2,1,2,5,4,7,-9,,2
7914944,E12000007,H,5,1,1,1,1,1,1,1,5,6,-9,-9,-9,-9,,-9
7915580,E12000007,H,2,1,1,5,2,2,1,4,1,2,9,1,8,-9,,2
7915645,E12000007,H,1,1,2,8,5,2,1,2,1,1,5,2,10,-9,,1
7913350,E12000007,H,5,1,2,7,5,2,1,2,1,2,5,9,8,-9,,3
7915579,E12000007,H,2,1,2,6,2,2,2,3,3,4,5,4,6,-9,,1
7913388,E12000007,H,5,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,,-9
7913392,E12000007,H,1,1,2,8,3,2,2,1,3,4,5,4,8,-9,,2
7915575,E12000007,H,1,1,1,6,4,2,1,5,1,1,8,2,12,-9,,1
7915646,E12000007,H,1,1,2,5,1,2,1,3,1,2,8,7,4,-9,,2
7913361,E12000007,H,2,1,2,8,2,2,1,2,5,5,5,1,2,-9,,1
7913332,E12000007,H,5,1,2,1,1,2,1,1,2,6,-9,-9,-9,-9,,-9
7914983,E12000007,H,3,1,1,1,1,2,1,1,1,2,-9,-9,-9,-9,,-9
7914972,E12000007,H,2,1,1,6,2,2,1,2,1,2,3,2,8,-9,,3
7914939,E12000007,H,2,1,1,1,1,1,1,1,2,1,-9,-9,-9,-9,,-9
7914940,E12000007,H,1,1,2,8,1,2,1,2,1,2,5,2,10,-9,,1
7914951,E12000007,H,1,1,1,8,5,2,1,4,1,9,8,3,9,-9,,2
7913344,E12000007,H,1,1,2,3,1,2,1,4,1,1,8,9,5,-9,,1
7914916,E12000007,H,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,,-9
7913794,E12000007,H,1,1,1,2,1,1,2,1,5,1,6,-9,-9,-9,,2
7914958,E12000007,H,3,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,,-9
7914006,E12000007,H,-9,3,2,1,1,1,2,2,3,1,-9,-9,-9,-9,,-9
7913116,E12000007,H,1,1,2,7,5,2,1,2,1,2,5,1,4,-9,,2
7914430,E12000007,H,1,1,1,6,1,2,1,4,1,2,8,2,10,-9,,1
7914473,E12000007,H,2,1,2,3,2,2,2,2,3,9,7,-9,-9,-9,,2
7913594,E12000007,H,2,1,2,1,1,1,1,1,5,6,-9,-9,-9,-9,,-9
7913632,E12000007,H,2,1,2,2,2,2,2,2,3,6,7,-9,-9,-9,,2
7913694,E12000007,H,1,1,2,5,5,2,2,3,3,6,8,7,4,-9,,1
7914100,E12000007,H,2,1,1,4,2,2,2,1,3,6,3,9,6,-9,,4
7914171,E12000007,H,1,1,1,7,5,2,2,4,3,1,5,4,7,-9,,1
7914613,E12000007,H,6,1,2,1,1,2,1,2,3,6,-9,-9,-9,-9,,-9
7914563,E12000007,H,2,1,2,6,2,2,2,2,1,2,5,2,12,-9,,2
7914075,E12000007,H,1,1,2,7,5,2,1,1,1,2,5,4,6,-9,,2
7914390,E12000007,H,5,1,2,1,1,1,1,2,3,6,-9,-9,-9,-9,,-9
7913631,E12000007,H,2,1,2,1,1,1,2,1,1,2,-9,-9,-9,-9,,-9
7914373,E12000007,H,5,1,2,2,1,1,1,2,3,6,6,-9,-9,-9,,2
7914380,E12000007,H,2,1,1,1,1,2,1,1,3,9,-9,-9,-9,-9,,-9
7913634,E12000007,H,5,1,2,5,4,2,2,4,3,7,8,-9,-9,-9,,2
7914418,E12000007,H,2,1,2,2,1,1,1,2,3,6,6,-9,-9,-9,,2
7914927,E12000007,H,2,1,1,2,1,1,1,2,3,6,6,-9,-9,-9,,2
7914461,E12000007,H,1,1,2,8,1,2,2,5,3,4,5,-9,-9,-9,,4
7914610,E12000007,H,2,1,1,1,1,1,1,1,3,6,-9,-9,-9,-9,,-9
7913671,E12000007,H,2,1,2,1,1,1,1,1,3,6,-9,-9,-9,-9,,-9
7914546,E12000007,H,1,1,2,8,5,2,1,3,1,2,5,4,11,-9,,2
7914448,E12000007,H,2,1,1,5,2,2,2,2,4,2,9,1,6,-9,,1
7915574,E12000007,H,-9,3,1,4,2,1,2,1,3,3,6,-9,-9,-9,,-9
7914108,E12000007,H,5,1,2,2,1,1,2,2,3,6,6,-9,-9,-9,,2
7914269,E12000007,H,5,1,2,2,1,1,1,1,1,9,4,-9,-9,-9,,2
7914429,E12000007,H,1,1,1,5,1,2,1,3,1,5,9,4,6,-9,,2
7913681,E12000007,H,2,1,2,5,2,2,2,2,3,7,7,-9,-9,-9,,4
7915614,E12000007,H,5,1,2,6,4,2,2,4,4,2,8,4,9,-9,,2
7914328,E12000007,H,5,1,2,1,1,1,2,1,3,6,-9,-9,-9,-9,,-9
7915126,E12000007,H,2,1,2,2,2,2,2,1,3,6,9,-9,-9,-9,,2
7913581,E12000007,H,1,1,2,8,5,2,1,3,1,9,5,7,4,-9,,4
7913609,E12000007,H,2,1,2,1,1,1,1,1,2,6,-9,-9,-9,-9,,-9
7915571,E12000007,H,5,1,2,1,1,1,2,2,3,6,-9,-9,-9,-9,,-9
7914424,E12000007,H,2,1,2,1,1,1,1,2,3,4,-9,-9,-9,-9,,-9
7915600,E12000007,H,5,1,2,1,1,2,1,1,4,2,-9,-9,-9,-9,,-9
7913644,E12000007,H,1,1,2,1,1,1,1,1,1,6,-9,-9,-9,-9,,-9
7914385,E12000007,H,5,1,2,1,1,1,1,2,3,6,-9,-9,-9,-9,,-9
7914443,E12000007,H,5,1,2,4,3,2,2,2,4,2,7,6,8,-9,,4
7913602,E12000007,H,1,1,1,5,1,2,1,4,1,2,8,6,8,-9,,4
7913082,E12000007,H,2,1,2,1,1,1,2,1,1,2,-9,-9,-9,-9,,-9
7913099,E12000007,H,2,1,2,1,1,2,1,2,4,9,-9,-9,-9,-9,,-9
7913617,E12000007,H,2,1,2,1,1,1,1,1,3,6,-9,-9,-9,-9,,-9
7914366,E12000007,H,2,1,2,4,2,2,2,4,3,6,8,5,3,-9,,4
7913685,E12000007,H,5,1,2,1,1,1,1,1,3,6,-9,-9,-9,-9,,-9
7915610,E12000007,H,2,1,2,2,2,2,2,2,3,4,7,2,6,-9,,1
7914450,E12000007,H,5,1,2,1,1,2,1,2,2,2,-9,-9,-9,-9,,-9
7914160,E12000007,H,2,1,1,7,2,2,2,3,3,9,5,4,4,-9,,1
7913913,E12000007,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,,-9
7913250,E12000007,H,5,1,2,1,1,1,2,1,2,2,-9,-9,-9,-9,,-9
7915063,E12000007,H,5,1,2,5,5,2,2,3,3,7,7,-9,-9,-9,,4
7913703,E12000007,H,1,1,2,8,5,2,2,3,3,6,5,9,12,-9,,4
7914810,E12000007,H,5,1,2,1,1,1,1,1,3,7,-9,-9,-9,-9,,-9
7914051,E12000007,H,5,1,2,2,1,1,1,1,4,2,6,-9,-9,-9,,2
7914350,E12000007,H,5,1,1,1,1,1,1,2,3,6,-9,-9,-9,-9,,-9
7915046,E12000007,H,2,1,2,2,1,1,1,1,3,6,6,-9,-9,-9,,2
7913303,E12000007,H,2,1,2,1,1,2,1,2,4,2,-9,-9,-9,-9,,-9
7914965,E12000007,H,2,1,2,1,1,1,1,1,1,9,-9,-9,-9,-9,,-9
7913027,E12000007,H,2,1,1,1,1,2,1,1,1,4,-9,-9,-9,-9,,-9
7914318,E12000007,H,1,1,2,7,4,2,1,2,1,2,5,4,10,-9,,2
7914914,E12000007,H,2,1,2,7,2,2,2,2,3,6,8,5,3,-9,,3
7915246,E12000007,H,2,1,1,1,1,1,2,1,2,1,-9,-9,-9,-9,,-9
7915423,E12000007,H,2,1,2,1,1,2,1,1,1,2,-9,-9,-9,-9,,-9
7915283,E12000007,H,2,1,2,1,1,2,1,2,1,9,-9,-9,-9,-9,,-9
7913731,E12000007,H,2,1,2,2,1,1,1,3,3,7,6,-9,-9,-9,,2
7913895,E12000007,H,2,1,2,1,1,2,1,1,1,6,-9,-9,-9,-9,,-9
7913235,E12000007,H,2,1,1,2,1,2,1,1,1,9,3,4,4,-9,,3
7913199,E12000007,H,5,1,1,1,1,1,1,2,1,2,-9,-9,-9,-9,,-9
7914348,E12000007,H,5,1,1,1,1,1,1,1,3,4,-9,-9,-9,-9,,-9
7914189,E12000007,H,2,1,1,1,1,2,1,1,2,6,-9,-9,-9,-9,,-9
7915345,E12000007,H,1,1,2,3,3,2,2,2,3,6,3,-9,-9,-9,,4
7913815,E12000007,H,2,1,1,1,1,1,1,2,3,6,-9,-9,-9,-9,,-9
7914265,E12000007,H,5,1,1,1,1,1,1,1,2,6,-9,-9,-9,-9,,-9
7913150,E12000007,H,1,1,1,7,5,2,2,2,2,2,5,6,12,-9,,4
7915172,E12000007,H,2,1,1,7,2,2,1,4,1,2,5,9,8,-9,,4
7912859,E12000007,H,2,1,1,2,1,1,1,1,3,6,4,-9,-9,-9,,2
7915341,E12000007,H,2,1,1,1,1,2,1,1,3,6,-9,-9,-9,-9,,-9
7915078,E12000007,H,5,1,2,1,1,2,1,1,4,6,-9,-9,-9,-9,,-9
7915077,E12000007,H,5,1,2,3,1,2,1,2,4,6,7,9,5,-9,,4
7915076,E12000007,H,5,1,1,1,1,1,1,1,4,6,-9,-9,-9,-9,,-9
7914808,E12000007,H,2,1,1,4,2,2,1,2,1,2,7,7,4,-9,,4
7913959,E12000007,H,5,1,1,1,1,1,1,2,3,6,-9,-9,-9,-9,,-9
7915589,E12000007,H,2,1,2,4,2,2,2,4,3,6,7,-9,-9,-9,,3
7914528,E12000007,H,2,1,2,1,1,1,1,2,3,4,-9,-9,-9,-9,,-9
7913791,E12000007,H,5,1,2,1,1,2,1,2,1,1,-9,-9,-9,-9,,-9
7913163,E12000007,H,2,1,1,6,2,2,1,3,1,2,5,9,2,-9,,2
7915544,E12000007,H,2,1,1,1,1,1,1,3,3,4,-9,-9,-9,-9,,-9
7915543,E12000007,H,2,1,1,5,2,2,2,2,3,4,9,7,4,-9,,4
7913756,E12000007,H,2,1,2,3,2,2,2,1,3,6,7,-9,-9,-9,,1
7910622,E12000007,H,5,1,2,1,1,1,1,2,4,2,-9,-9,-9,-9,,-9
7912704,E12000007,H,2,1,1,6,2,2,1,4,1,1,5,9,8,-9,,4
7910298,E12000007,H,2,1,1,1,1,1,2,2,4,2,-9,-9,-9,-9,,-9
7909826,E12000007,H,2,1,2,3,2,2,2,1,4,6,7,-9,-9,-9,,4
7911401,E12000007,H,5,1,2,1,1,2,1,2,1,9,-9,-9,-9,-9,,-9
7911159,E12000007,H,-9,2,2,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,,-9
7912820,E12000007,H,2,1,1,6,2,2,1,3,1,2,3,9,2,-9,,4
7911080,E12000007,H,2,1,2,1,1,1,1,2,3,4,-9,-9,-9,-9,,-9
7911129,E12000007,H,2,1,1,1,1,1,1,1,3,4,-9,-9,-9,-9,,-9
7910880,E12000007,H,-9,2,2,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,,-9
7909875,E12000007,H,5,1,1,2,1,1,2,1,3,6,6,-9,-9,-9,,2
7910460,E12000007,H,2,1,1,1,1,2,1,1,3,6,-9,-9,-9,-9,,-9
7911692,E12000007,H,5,1,2,5,3,2,1,5,1,2,8,4,9,-9,,2
7910023,E12000007,H,1,1,1,8,1,2,2,2,1,2,5,-9,-9,-9,,4
7912471,E12000007,H,6,1,2,2,1,1,2,1,4,6,6,-9,-9,-9,,2
7910239,E12000007,H,5,1,1,1,1,1,1,1,4,6,-9,-9,-9,-9,,-9
7912573,E12000007,H,2,1,1,1,1,1,1,4,3,6,-9,-9,-9,-9,,-9
7909736,E12000007,H,2,1,1,7,2,2,2,1,3,3,5,9,9,-9,,2
7910226,E12000007,H,1,1,1,4,1,2,2,3,2,2,8,5,3,-9,,3
7910305,E12000007,H,1,1,2,6,4,2,1,3,1,2,8,1,4,-9,,2
7911678,E12000007,H,1,1,1,3,2,1,2,1,3,6,4,9,4,-9,,2
7911112,E12000007,H,2,1,2,3,2,2,2,1,3,6,7,-9,-9,-9,,2
7912496,E12000007,H,1,1,2,2,1,1,2,2,3,1,6,-9,-9,-9,,2
7912126,E12000007,H,3,1,2,3,1,2,2,3,4,2,7,6,11,-9,,1
7912246,E12000007,H,5,1,1,1,1,1,1,1,3,4,-9,-9,-9,-9,,-9
7910076,E12000007,H,2,1,2,4,1,2,1,3,1,2,9,9,8,-9,,4
7912724,E12000007,H,2,1,2,1,1,2,1,1,4,6,-9,-9,-9,-9,,-9
7909962,E12000007,H,2,1,2,1,1,1,2,1,5,6,-9,-9,-9,-9,,-9
7910603,E12000007,H,2,1,2,1,1,1,2,2,3,2,-9,-9,-9,-9,,-9
7912592,E12000007,H,5,1,1,1,1,1,1,1,1,9,-9,-9,-9,-9,,-9
7909711,E12000007,H,2,1,2,1,1,1,1,1,3,6,-9,-9,-9,-9,,-9
7911912,E12000007,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,,-9
7910698,E12000007,H,2,1,1,1,1,1,1,1,4,2,-9,-9,-9,-9,,-9
7912543,E12000007,H,2,1,2,4,2,2,2,2,4,6,7,7,4,-9,,1
7911374,E12000007,H,2,1,1,8,2,2,1,3,1,1,5,7,4,-9,,4
7910517,E12000007,H,5,1,2,4,4,2,1,4,3,6,7,9,10,-9,,4
7915286,E12000007,H,2,1,1,1,1,1,2,1,3,6,-9,-9,-9,-9,,-9
7915099,E12000007,H,5,1,2,1,1,1,1,1,3,6,-9,-9,-9,-9,,-9
7913679,E12000007,H,2,1,2,4,2,2,2,2,3,6,7,-9,-9,-9,,4
7913134,E12000007,H,1,1,2,5,1,2,1,4,1,2,8,4,6,-9,,2
7915591,E12000007,H,5,1,1,1,1,1,2,2,3,6,-9,-9,-9,-9,,-9
7914145,E12000007,H,1,1,1,3,1,1,2,1,5,9,6,9,6,-9,,4
7913142,E12000007,H,3,1,2,6,4,2,2,5,1,2,8,8,2,-9,,4
7915607,E12000007,H,6,1,1,3,1,1,2,1,1,1,6,7,4,-9,,2
7915346,E12000007,H,2,1,2,1,1,2,1,1,2,6,-9,-9,-9,-9,,-9
7913156,E12000007,H,2,1,2,1,1,2,1,1,1,2,-9,-9,-9,-9,,-9
